name,url,location,contact,email,phone,address,dataexchange_id
Puerto Rico Highway and Transportation Authority (PRHTA),http://www.dtop.gov.pr/,"San Juan, PR",Mrs. Evelyn Colon-Berlingerie (Executive Sub Director),EColon@act.dtop.gov.pr,787-729-1539,"
San Juan, PR 00940"
Puerto Rico Ports Authority (PRPA),http://www.prpa.gobierno.pr/,"San Juan, PR",Mr. Fernando Bonilla Esquire (Executive Director),fjbonilla@prpa.gobierno.pr,(787)729-8805,"
calla limberg 64 Isla Grande
San Juan, PR 00936"
Charleston Area Regional Transportation Authority (CARTA),http://www.ridecarta.com/,"Charleston, SC",Mr. Howard Chapman (Executive Director),chapmanh@ci.charleston.sc.us,(843)724-7420 Ext:4,"
36 John Street
Charleston, SC 29403"
Central Midlands Regional Transit Authority (CMRTA),http://www.gocmrta.com/,"Columbia, SC",Ms. Mitzi Javers (CMRTA Executive Director),mitzij@goCMRTA.com,(803)255-7133,"
Columbia, SC 29201"
Waccamaw Regional Transportation Authority (The Coast RTA),http://www.coastrta.com/,"Conway, SC","Mr. Myers Rollins, Jr. (General Manager)",rollins@coastrta.com,(843)488-0865 Ext:227,"
1418 Third Avenue
Conway, SC 29526"
Pee Dee Regional Transportation Authority (PDRTA),http://www.pdrta.org/,"Florence, SC",Mrs. Janice Baroody ( Executive Director ),janicebaroody@pdrta.org,(843)664-5718,"
313 Stadium Road
Florence, SC 29503"
Greenville Transit Authority (GTA),http://www.greenvilletransit.com/,"Greenville, SC",Mr. Carl Jackson (Director of Transportation),bwatson@greenvillesc.gov,(864)467-2700,"
24 Vardry Street Suite 105
Greenville, SC 29601"
Spartanburg County Transportation Services (sctsb),http://www.spartanburgcounty.org/,"Spartanburg, SC",Mr. Darryl Breed (County Administrator),GBreed@SpartanburgCounty.org,(803)596-2526,"
366 North Church Street Suite 700
Spartanburg, SC 29303"
Spartanburg Transit System (SPARTA),http://www.spartabus.com/,"Spartanburg, SC",Mr. Marc Keenan (General Manager),mkeenan3@charter.net,(864)595-2710,"
150 Airflow Drive
Spartanburg, SC 29304"
Santee Wateree Regional Transportation Authority (SWRTA),http://www.swrta.com/,"Sumter, SC",Ms. Ann August (Executive Director),aaugust@swrta.com,(803)934-0396 Ext:100,"
129 South Harvin Street
Sumter, SC 29151"
Chattanooga Area Regional Transportation Authority (CARTA),http://www.gocarta.org/,"Chattanooga, TN",Mr. Thomas Dugan (Executive Director),tomdugan@gocarta.org,(423)629-1411,"
1617 Wilcox Boulevard
Chattanooga, TN 37406"
Clarksville Transit System (CTS),http://www.cityofclarksville.com/,"Clarksville, TN",Mr. Jimmy Smith (Director),jsmith@cityofclarksville.com,(931)553-2430 Ext:101,"
430 Boillin Lane
Clarksville, TN 37040"
Jackson Transit Authority (JTA),http://www.ridejta.com/,"Jackson, TN",Mr. Johnny Gullett (General Manager),jgullett@ridejta.com,(731)423-0200 Ext:104,"
241 East Deaderick Street
Jackson, TN 38301"
Johnson City Transit System (JCT),http://www.johnsoncitytransit.org/,"Johnson City, TN",Ms. Eldonna Janutolo (Director),jct99@johnsoncitytransit.org,(423)434-6260,"
137 West Market Street
Johnson City, TN 37604"
Kingsport Area Transit System (K.A.T.S.),http://www.kingsporttransit.org/,"Kingsport, TN",Mr. John Campbell (City Manager),taylor@ci.kingsport.tn.us,(423)229-9400,"
225 West Center Street 109 Clay Street
Kingsport, TN 37660"
Knoxville Area Transit (KAT),http://www.katbus.com/,"Knoxville, TN",Mrs. Cindy McGinnis (General Manager),cmcginnis@katbus.com,(865)215-7824,"
1135 Magnolia Avenue
Knoxville, TN 37917"
Memphis Area Transit Authority (MATA),http://www.matatransit.com/,"Memphis, TN","Mr. William Hudson, Jr. (President/General Manager)",whudson@matatransit.com,(901)722-7111,"
1370 Levee Road
Memphis, TN 38108"
Metropolitan Transit Authority (MTA),http://www.nashvillemta.org/,"Nashville, TN",Mr. Paul Ballard (Chief Executive Officer),Paul.Ballard@Nashville.gov,(615)862-6262,"
130 Nestor Street
Nashville, TN 37210"
Regional Transportation Authority (RTA),http://www.rtarelaxandride.com/,"Nashville, TN",Mr. Paul Ballard (CEO of MTA),paul.j.ballard@nashville.gov,615-862-6262,"
501 Union Street Sixth Floor
Nashville, TN 37219"
Pace - Suburban Bus Division (PACE),http://www.pacebus.com/,"Arlington Heights, IL",Mr. Thomas Ross (Executive Director),t.j.ross@pacebus.com,(847)228-2301,"
550 West Algonquin Road
Arlington Heights, IL 60005"
"Pace-Suburban Bus Division, ADA Paratransit Services (PACE)",http://www.pacebus.com/,"Arlington Heights, IL",Mr. Thomas Ross (Executive Director),t.j.ross@pacebus.com,847-228-2301,"
550 West Algonquin Road
Arlington Heights, IL 60005"
Bloomington-Normal Public Transit System (B-NPTS),http://www.b-npts.com/,"Bloomington, IL",Mr. Peter Weber (General Manager),pweber.peteweber@verizon.net,(309)828-9331,"
104 East Oakland Avenue
Bloomington, IL 61701"
River Valley Metro Mass Transit District (RVMMTD),http://www.rivervalleymetro.com/,"Bourbonnais, IL",Mr. Robert Hoffmann (Managing Director),managingdirector@rivervalleymetro.com,(815)935-1403 Ext:281,"
1137 E. 5000 N. Road
Bourbonnais, IL 60914"
Northeast Illinois Regional Commuter Railroad Corporation (Metra),http://metrarail.com/,"Chicago, IL",Mr. Philip Pagano (Executive Director),metra1rr@metrarr.com,(312)322-6979,"
547 West Jackson Boulevard
Chicago, IL 60661"
City of Danville/Danville Mass Transit (DMT),http://www.cityofdanville.org/,"Danville, IL",Mr. Scott Eisenhauer (Mayor),mayor@cityofdanville.org,(217)431-2400,"
101 North Jackson
Danville, IL 61832"
City of DeKalb (DSATS),http://www.cityofdekalb.com/,"DeKalb, IL",Mr. Mark Biernacki (City Manager),Mark.Biernacki@cityofdekalb.com,(815)748-2090,"
200 South Fourth Street
DeKalb, IL 60115"
Decatur Public Transit System (DPTS),http://www.decaturil.gov/,"Decatur, IL",Mr. Ryan McCrady (City Manager),RMcCrady@decaturil.gov,(217)424-2801,"
555 East Wood Street
Decatur, IL 62523"
Madison County Transit District (MCT),http://www.mct.org/,"Granite City, IL",Mr. Jerry Kane (Managing Director),jkane@mct.org,(618)874-7433,"
One Transit Way
Granite City, IL 62040"
Rock Island County Metropolitan Mass Transit District (MetroLink),http://www.qcmetrolink.com/,"Moline , IL",Mr. Jeffrey Nelson (General Manager),jnelson@qcmetrolink.com,(309)788-3360 Ext:301,"
1515 River Drive
Moline , IL 61265"
Pekin Municipal Bus Service (COP),http://ci.pekin.il.us/,"Pekin, IL",Mr. Gregory Ranney (Director of Public Property),granney@ci.pekin.il.us,(309)478-5420,"
1130 Koch Street
Pekin, IL 61554"
Greater Peoria Mass Transit District (CityLink),http://www.ridecitylink.org/,"Peoria, IL",Mr. Thomas Lucek (General Manager),tlucek@ridecitylink.org,(309)679-8158,"
2105 Northeast Jefferson Street
Peoria, IL 61603"
Rockford Mass Transit District (RMTD),http://www.rmtd.org/,"Rockford, IL",Mr. Richard McVinnie (Executive Director),RMcVinnie@rmtd.org,(815)961-2230,"

Rockford, IL 61101"
Springfield Mass Transit District (SMTD),http://www.smtd.org/,"Springfield, IL",Ms. Linda Tisdale (Managing Director),LTisdale@SMTD.ORG,(217)522-6087,"
928 South Ninth Street
Springfield, IL 62703"
Champaign-Urbana Mass Transit District (C-U MTD),http://www.cumtd.com/,"Urbana, IL",Mr. William Volk (Managing Director),bvolk@cumtd.com,(217)384-8188,"
1101 East University Avenue
Urbana, IL 61802"
City of Anderson Transportation System (CATS),http://www.cityofanderson.com/CATS,"Anderson, IN",Mr. Kris Ockomon (Mayor),krisockomon@cityofanderson.com,(765)648-6000,"
120 East Eighth Street 530 Baxter Road
Anderson, IN 46016"
Bloomington Public Transportation Corporation (BT),http://www.bloomingtontransit.com/,"Bloomington, IN",Mr. Lew May (General Manager),mayl@bloomingtontransit.com,(812)332-5688,"
130 West Grimes Lane
Bloomington, IN 47403"
Northern Indiana Commuter Transportation District (NICTD),http://www.nictd.com/,"Chesterton, IN",Mr. Gerald Hanas (General Manager),gerald.hanas@nictd.com,(219)926-5744,"
33 East U.S. Highway 12
Chesterton, IN 46304"
"South Lake County Community Services, Inc. (SLCCS)",///,"Crown Point, IN",Ms. Margot Sabato (Executive Director),slccs@sbcglobal.net,(219)663-0627,"
1450 E. Joliet Street Suite 202
Crown Point, IN 46307"
Northwest Indiana Community Action Corporation (NWICA),http://www.nwi-ca.com/,"Crown Point, IN",Mr. Gary Olund (Executive Director),golund@nwi-ca.org,(219)794-1829,"
5240 Fountain Drive
Crown Point, IN 46307"
East Chicago Transit (ECT),http://www.eastchicago.com/,"East Chicago, IN",Mr. Francisco Rosado Jr. (Director),FRosado@eastchicago.com,(219)391-8465,"
5400 Cline Avenue
East Chicago, IN 46312"
Metropolitan Evansville Transit System (METS),http://www.evansvillegov.org/Index.aspx?page=57,"Evansville, IN",Mr. William Brodwater IV (Director),WBrodwater@evansvillegov.org,(812)435-6166 Ext:225,"
601 John Street
Evansville, IN 47713"
Fort Wayne Public Transportation Corporation (Citilink),http://www.fwcitilink.com/,"Fort Wayne, IN",Mr. Kenneth Housden (General Manager),kch@fwcitilink.com,(260)432-4977 Ext:240,"
801 Leesburg Road
Fort Wayne, IN 46808"
Gary Public Transportation Corporation (GPTC),http://www.gptcbus.com/,"Gary, IN",Mr. Daryl Lampkins (General Manager),dlampkins@gptcbus.com,(219)885-7555 Ext:213,"
100 West 4th Avenue
Gary, IN 46402"
Hammond Transit System (HTS),http://www.gohammond.com/,"Hammond, IN",Mr. Keith Matasovsky (Director),matasovskyk@gohammond.com,(219)853-6401,"
425 Sibley Street
Hammond, IN 46320"
North Township of Lake County Dial-A-Ride,http://www.northtownshiptrustee.com/,"Hammond, IN",Mr. Frank Mrvan (North Township Trustee),polgarl@ntto.net,(219)932-2530 Ext:324,"
5947 Hohman Avenue
Hammond, IN 46320"
Indianapolis and Marion County Public Transportation (IndyGo),http://www.indygo.net/,"Indianapolis, IN",Mr. Michael Terry (President and CEO),mterry@indygo.net,(317)614-9310,"
1501 West Washington Street
Indianapolis, IN 46222"
City of Kokomo (COK),http://www.cityofkokomo.org/,"Kokomo, IN",Mr. Gregory Goodnight (Mayor),khcgcc@aol.com,(765)456-7444,"
100 South Union Street
Kokomo, IN 46901"
Greater Lafayette Public Transportation Corporation (CityBus),http://www.gocitybus.com/,"Lafayette, IN",Mr. Martin Sennett (General Manager),msennett@gocitybus.com,(765)423-2666 Ext:203,"
1250 Canal Road
Lafayette, IN 47902"
Muncie Indiana Transit System (MITS),http://www.mitsbus.org/,"Muncie, IN",Mr. Larry King (General Manager),lking@mitsbus.org,(765)282-2762 Ext:206,"
1300 East Seymour Street
Muncie, IN 47302"
Michiana Area Council of Governments (MACOG),http://www.macog.com/,"South Bend, IN",Ms. Sandra Seanor (Executive Director),sseanor@macog.com,(574)287-1829 Ext:234,"
227 West Jefferson Boulevard County-City Building, Room 1120
South Bend, IN 46601"
South Bend Public Transportation Corporation (Transpo),http://www.sbtranspo.com/,"South Bend, IN",Mr. William Brown (General Manager),wbrown@sbtranspo.com,(574)239-2307,"
901 East Northside Boulevard
South Bend, IN 46617"
Terre Haute Transit Utility (THTU),http://www.terrehaute.in.gov/,"Terre Haute, IN",Mr. Duke Bennett (Mayor),duke.bennett@terrhaute.in.gov,(812)232-9467,"
901 South 14th Street
Terre Haute, IN 47807"
"Opportunity Enterprises, Inc. (OE)",http://www.oppent.org/,"Valparaiso, IN",Mr. Gary Mitchell (President/CEO),gary.mitchell@oppent.org,(219)464-9621 Ext:236,"
2801 Evans Avenue
Valparaiso, IN 46383"
"Porter County Aging and Community Services, Inc. (PCACS)",http://www.portercountyacs.org/,"Valparaiso, IN",Mr Bruce Lindner (Executive Director),bhlindner@verizon.net,(219)465-7144,"
1005 Campbell
Valparaiso, IN 46385"
Ann Arbor Transportation Authority (AATA),http://www.aata.org/,"Ann Arbor, MI",Ms. Dawn Gabay (Executive Director),dgabay@aata.org,(734)973-6500,"
2700 South Industrial Highway
Ann Arbor, MI 48104"
University of Michigan Parking and Transportation Services (UMTS),http://www.pts.umich.edu/,"Ann Arbor, MI",Mr. Timothy Slottow (Chief Financial Officer),tslottow@umich.edu,(734)764-7270,"
777 North University Campus Box 1611
Ann Arbor, MI 48104"
Battle Creek Transit (BCT),http://www.battlecreektransit.com/,"Battle Creek, MI",Mr. Ken Tsuchiyama ( City Manager),khtsuchiyama@ci.battle-creek.mi. us,(269)966-3378,"
339 West Michigan
Battle Creek, MI 49017"
Bay Metropolitan Transit Authority (Bay Metro),http://www.baymetro.com/,"Bay City, MI",Mr. Michael Stoner (General Manager),mstoner@baymetro.com,(989)894-2900 Ext:1213,"
1510 North Johnson Street
Bay City, MI 48708"
Twin Cities Area Transportation Authority (TCATA),///,"Benton Harbor, MI",Mr. Billy Purvis (Executive Director),purvisb@tcata.net,(269)927-2268,"
275 East Wall Street
Benton Harbor, MI 49022"
City of Detroit Department of Transportation (DDOT),http://www.ci.detroit.mi.us/DDOT,"Detroit, MI",Ms. Lovevett Williams (Interim Director),lo7951@sbcglobal.net,(313)833-7666,"
1301 East Warren
Detroit, MI 48207"
Detroit Transportation Corporation (Detroit People Mover),http://www.thepeoplemover.com/,"Detroit, MI",Ms. Barbara Hansen (General Manager),BHansen@thepeoplemover.com,(313)224-2190,"
1420 Washington Boulevard Third Floor
Detroit, MI 48226"
Suburban Mobility Authority for Regional Transportation (SMART),http://www.smartbus.org/,"Detroit, MI",Mr. Steve Brown (Interim General Manager),sbrown@smartbus.org,(313)223-2108,"
535 Griswold Suite 600
Detroit, MI 48226"
Mass Transportation Authority (MTA),http://www.mtaflint.org/,"Flint, MI",Mr. Robert Foy (General Manager),rfoy@mtaflint.org,(810)780-8813,"
1401 South Dort Highway
Flint, MI 48503"
City of Grand Haven Harbor Transit,http://www.grandhaven.org/Grand-Haven-City-Hall/departments/harbor-transit,"Grand Haven, MI",Mr. Tom Manderscheid (Transportation Director),tmanderscheid@grandhaven.org,(616)842-3220,"
440 North Ferry Street
Grand Haven, MI 49417"
Interurban Transit Partnership (The Rapid),http://www.ridetherapid.org/,"Grand Rapids, MI",Mr. Peter Varga (CEO),pvarga@ridetherapid.org,(616)456-7514 Ext:1157,"
300 Ellsworth Avenue, S.W.
Grand Rapids, MI 49503"
City of Holland Macatawa Area Express (MAX),http://www.cityofholland.com/,"Holland, MI",Ms. Jodi Syens (Director of Transportation Services),j.syens@cityofholland.com,(616)928-2400,"
City Hall 270 South River Avenue
Holland, MI 49423"
Livingston Essential Transportation Service (LETS),http://www.co.livingston.mi.us/LETS,"Howell, MI",Mr. Douglas Britz (Director),dbritz@co.livingston.mi.us,(517)540-7847,"
3950 W. Grand River Avenue
Howell, MI 48855"
City of Jackson Transportation Authority (JTA),http://www.jacksontransit.com/,"Jackson, MI",Mr. Cameron McCollum (General Manager),cameron.mccollum@jacksontransit.com,(517)787-8363,"
2350 East High Street
Jackson, MI 49203"
Kalamazoo Metro Transit System (Metro Transit),http://www.kalamazoocity.org/,"Kalamazoo, MI",Mr. William Schomisch (Director of Public Transportation),schomischw@kalamazoocity.org,(269)337-8407,"
530 North Rose Street
Kalamazoo, MI 49007"
Capital Area Transportation Authority (CATA),http://www.cata.org/,"Lansing, MI",Ms. Sandra Draggoo (Executive Director),sdraggoo@cata.org,(517)394-1100,"
4615 Tranter Avenue
Lansing, MI 48910"
Muskegon Area Transit System (MATS),http://www.matsbus.com/,"Muskegon Heights, MI",Mr. James Elwell (Interim Administrator),elwellja@co.muskegon.mi.us,(231)724-6504,"
2624 Sixth Street
Muskegon Heights, MI 49444"
Niles Dial-A-Ride (DART),http://www.ci.niles.mi.us/DeptsAndServices/NilesDialARide/DialARide.htm,"Niles, MI",Mr. Michael McCauslin (Mayor),snaugle@nilesmi.org,(269)683-4700,"
623 North Second Street
Niles, MI 49120"
Blue Water Area Transportation Commission (Blue Water Area Transit),http://www.bwbus.com/,"Port Huron, MI",Mr. Jim Wilson (General Manager),jwilson@bwbus.com,(810)987-7373 Ext:103,"
2021 Lapeer Avenue
Port Huron, MI 48060"
Saginaw Transit Authority Regional Service (STARS),http://www.saginaw-stars.com/,"Saginaw, MI",Mr. Sylvester Payne (General Manager/CEO),spayne@saginaw-stars.com,(989)907-4000 Ext:207,"
615 Johnson Street 301 East Genesee, Suite 100
Saginaw, MI 48607"
Clinton Area Transit System (Clinton Transit),///,"St. Johns, MI",Mrs. Rose May Mason (General Manager),generalmanager@clintontransit.com,(989)224-3161,"
304 N. Brush St.
St. Johns, MI 48879"
Duluth Transit Authority (DTA),http://www.duluthtransit.com/,"Duluth, MN",Mr. Dennis Jensen (General Manager),djensen@duluthtransit.com,(218)722-4426 Ext:306,"
2402 West Michigan Street
Duluth, MN 55806"
City of Moorhead Transit (MAT),http://www.ci.moorhead.mn.us/,"Moorhead, MN",Mr. Michael Redlinger (City Manager),michael.redlinger@ci.moorhead.mn.us,(218)299-5305,"
500 Center Avenue
Moorhead, MN 56561"
City of Rochester Public Transportation,http://www.rochestermn.gov/,"Rochester, MN",Mr. Ardell Brede (Mayor),abrede@rochestermn.gov,507-328-2700,"
201 4th Street, S.E. Room 108
Rochester, MN 55904"
St. Cloud Metropolitan Transit Commission (Metro Bus),http://www.stcloudmtc.com/,"St. Cloud, MN",Mr. David Tripp (Executive Director),dtripp@stcloudmtc.com,(320)529-4482,"
665 Franklin Avenue, N.E.
St. Cloud, MN 56304"
Metro Mobility,http://www.metrocouncil.org/,"St. Paul, MN",Mr. Tom Weaver (Regional Administrator),tom.weaver@metc.state.mn.us,(651)602-1723,"
Metropolitan Council 390 North Robert Street
St. Paul, MN 55101"
Metropolitan Council,http://www.metrocouncil.org/,"St. Paul, MN",Mr. Tom Weaver (Regional Administrator),tom.weaver@metc.state.mn.us,(651)602-1723,"
390 Robert St N
St. Paul, MN 55101"
Metro Regional Transit Authority (Metro),http://www.akronmetro.org/,"Akron, OH",Mr. Robert Pfaff (Executive Director/Secretary-Treasurer),robert.pfaff@akronmetro.org,(330)762-7267 Ext:3100,"
416 Kenmore Boulevard
Akron, OH 44301"
Clermont Transportation Connection (CTC),http://ctc.clermontcountyohio.gov/,"Batavia, OH",Mr. Benjamin Capelle (Director),bcapelle@co.clermont.oh.us,(513)732-7577,"
4003 Filager Road
Batavia, OH 45103"
Brunswick Transit Alternative (BTA),http://www.brunswick.oh.us/,"Brunswick, OH",Mr. Robert Zienkowski (City Manager),Zienkowski@brunswick.oh.us,(330)225-9144,"
4095 Center Road
Brunswick, OH 44212"
Stark Area Regional Transit Authority (SARTA),http://www.sartaonline.com/,"Canton, OH",Mr. Thomas Bernabei (Executive Director),tbernabei@sartaonline.com,(330)454-6132 Ext:522,"
1600 Gateway Boulevard, S.E.
Canton, OH 44707"
Southwest Ohio Regional Transit Authority (SORTA / Metro),http://www.go-metro.com/,"Cincinnati, OH",Ms. Marilyn Shazor (Chief Executive Officer/General Manager),mshazor@go-metro.com,(513)632-7510,"
602 Main Street Suite 1100
Cincinnati, OH 45202"
Central Ohio Transit Authority (COTA),http://www.cota.com/,"Columbus, OH",Mr. William Lhota (President and CEO),lhotawj@cota.com,(614)275-5850,"
1600 McKinley Avenue
Columbus, OH 43222"
Greater Dayton Regional Transit Authority (GDRTA),http://www.greaterdaytonrta.org/,"Dayton, OH",Mr. Mark Donaghy (Executive Director),mdonaghy@greaterdaytonrta.org,(937)425-8390,"
4 South Main Street
Dayton, OH 45402"
Lorain County Transit (LCT),http://www.loraincounty.us/,"Elyria, OH",Mr. Richard Enty (Interim General Manager),lctdirector@loraincounty.us,440-328-2493,"
226 Middle Avenue
Elyria, OH 44035"
Laketran,http://www.laketran.com/,"Grand River, OH",Mr. Raymond Jurkowski (General Manager),rjurkowski@laketran.com,(440)350-1000,"
555 Lake Shore Blvd
Grand River, OH 44045"
Butler County Regional Transit Authority (BCRTA),http://www.butlercountyshuttle.org/,"Hamilton, OH",Ms. Carla Lakatos (Executive Director),lakatoscl@butlercountyohio.org,(513)785-5226,"
3045 Moser Court Hamilton Enterprise Park
Hamilton, OH 45011"
Portage Area Regional Transportation Authority (PARTA),http://www.partaonline.org/,"Kent, OH","Mr. John Drew, Jr. (General Manager)",jdrew@partaonline.org,(330)678-7745 Ext:115,"
2000 Summit Road
Kent, OH 44240"
Richland County Transit (RCT),http://www.rcrpc.org/RCT/routes.html,"Mansfield, OH",Ms. Kathy Adams (Fiscal Officer),kadams@rcrpc.org,(419)774-6396,"
35 North Park Street
Mansfield, OH 44902"
City of Middletown - Middletown Transit System (MTS),http://www.cityofmiddletown.org/,"Middletown, OH",Ms. Judy Gilleland (City Manager),judyg@cityofmiddletown.org,(513)425-7836,"
One Donham Plaza
Middletown, OH 45042"
Licking County Transit Board (LCTB),http://www.lcounty.com/,"Newark, OH",Mr Timothy Bubb (Chairman),tbubb@lcounty.com,(740)670-5118,"
763 East Main Street
Newark, OH 43055"
City of Newark Transit Operations,http://www.earthworkstransit.org/,"Newark, OH","Mr. Bob Diebold (Mayor, City of Newark)",bdiebold@newarkohio.net,(740)670-7510,"
40 West Main Street First Floor
Newark, OH 43055"
Sandusky Transit System (STS),http://www.ci.sandusky.oh.us/,"Sandusky, OH",Ms. Carrie Handy (Chief Planner),chandy@ci.sandusky.oh.us,(419)627-5873,"
City of Sandusky 222 Meigs Street
Sandusky, OH 44870"
Springfield City Area Transit (SCAT),http://www.scatrideline.com/,"Springfield, OH",Mr. James Bodenmiller (City Manager),jbodenmiller@ci.springfield.oh.us,937-327-7700,"
100 Jefferson Street
Springfield, OH 45501"
Steel Valley Regional Transit Authority (Steel Valley RTA),http://www.bhjmpc.org/Transportation/Transit/svrta.htm,"Steubenville, OH",Mr. Frank Bovina (Transit Manager),fbovina@sbcglobal.net,(740)282-6145,"
555 Adams Street
Steubenville, OH 43952"
Toledo Area Regional Transit Authority (TARTA),http://www.tarta.com/,"Toledo, OH",Mr. James Gee (General Manager),jgee@tarta.com,(419)245-5222 Ext:222,"
1127 West Central Avenue
Toledo, OH 43697"
Miami County Public Transit (MCPT),http://co.miami.oh.us/,"Troy, OH",Ms. Elaine Carter (Transit Director),ecarter@co.miami.oh.us,937-440-3552,"
510 West Water Street Suite 150
Troy, OH 45373"
Greene County Transit Board (Greene CATS),http://www.co.greene.oh.us/greenecats,"Xenia, OH",Mr. Richard Schultze (Executive Director),rschultze@co.greene.oh.us,(937)562-6463,"
571 Ledbetter Rd.
Xenia, OH 45385"
Western Reserve Transit Authority (WRTA),http://www.wrtaonline.com/,"Youngstown, OH",Mr. James Ferraro (Executive Director),jferraro@wrtaonline.com,(330)744-8431 Ext:109,"
604 Mahoning Avenue
Youngstown, OH 44502"
City of Appleton - Valley Transit ( ),http://www.appleton.org/vt,"Appleton, WI",Ms. Deborah Wetter (General Manager),deborah.wetter@appleton.org,(920)832-2291,"
801 S.Whitman Avenue
Appleton, WI 54914"
City of Beloit Transit System (BTS),http://www.beloittransit.com/,"Beloit, WI",Mr. Larry Arft (City Manager),presnyl@ci.beloit.wi.us,(608)364-6616,"
1225 Willowbrook Road
Beloit, WI 53511"
Chippewa Falls General Public Shared-Ride Taxi System (CFTN),http://www.chippewafalls-wi.gov/,"Chippewa Falls, WI",Mr. Jayson Smith (Transit Manager),jsmith@chippewafalls-wi.gov,(715)726-2729,"
30 West Central Street
Chippewa Falls, WI 54729"
Eau Claire Transit (ECT),http://www.ci.eau-claire.wi.us/,"Eau Claire, WI",Mr. Mike Huggins (City Manager),gvandenh@ci.eau-claire.wi.us,(715)839-5111,"
910 Forest Street
Eau Claire, WI 54703"
Fond du Lac Area Transit (Fond du Lac Area Transit),http://ci.fond-du-lac.wi.us/,"Fond du Lac, WI",Ms. Lynn Gilles (Transit Manager),Lgilles@ci.fond-du-lac.wi.us,(920)322-3652,"
530 North Doty Street
Fond du Lac, WI 54935"
Green Bay Metro (GBM),http://www.ci.green-bay.wi.us/,"Green Bay, WI",Mr. Christopher Phelps (General Manager),chrisph@ci.green-bay.wi.us,(920)448-3454,"
901 University Avenue
Green Bay, WI 54302"
Janesville Transit System (JTS),http://www.ci.janesville.wi.us/,"Janesville, WI",Ms. Jennifer Petruzzello (Neighborhood Services Director),petruzzelloj@ci.janesville.wi.us,(608)755-3038,"
900 North Parker Drive
Janesville, WI 53545"
Kenosha Transit (KT),http://www.kenosha.org/,"Kenosha, WI",Mr. Len Brandrup (Director of Transportation),lbrandrup@kenosha.org,(262)653-4290,"
4303 39th Avenue
Kenosha, WI 53144"
LaCrosse Municipal Transit Utility (La Crosse MTU),http://www.cityoflacrosse.org/,"LaCrosse, WI",Mr. Matt Harter (Mayor),harterm@cityoflacrosse.org,(608)789-7567,"
2000 Marco Drive
LaCrosse, WI 54601"
Metro Transit System (Metro),http://www.mymetrobus.com/,"Madison, WI",Mr. Charles Kamp (Transit General Manager),ckamp@cityofmadison.com,(608)267-4904,"
1245 East Washington Avenue Suite 201
Madison, WI 53703"
Oshkosh Transit System (OTS),http://www.ci.oshkosh.wi.us/,"Oshkosh, WI",Mr. Christopher Strong (Transportation Director),cstrong@ci.oshkosh.wi.us,(920)232-5342,"
926 Dempsey Trail
Oshkosh, WI 54902"
Ozaukee County Transit Services (OCT),http://www.ozaukeetransit.com/,"Port Washington, WI",Mr. Robert Dreblow (Ozaukee County Highway Commissioner),bdreblow@co.ozaukee.wi.us,(262)284-8334,"
410 South Spring Street
Port Washington, WI 53074"
Belle Urban System - Racine (The Bus),http://www.racinetransit.com/,"Racine, WI",Mr. Thomas Friedel (Mayor),thomas.friedel@cityofracine.org,(262)636-9111,"
730 Washington Avenue Attn. Kathy Kasper
Racine, WI 53403"
Sheboygan Transit System,http://www.sheboygantransit.com/,"Sheboygan, WI",Mr. Ron McDonald (Director),rmcdonald@ci.sheboygan.wi.us,(920)459-3285,"
608 South Commerce Street
Sheboygan, WI 53081"
City of Waukesha Transit Commission (Waukesha Metro Transit),http://www.waukeshametro.org/,"Waukesha, WI",Mr. Robert Johnson (Transit Director),rjohnson@ci.waukesha.wi.us,(262)524-3594,"
2311 Badger Drive
Waukesha, WI 53188"
Wausau Area Transit System (WATS),http://metroride.ci.wausau.wi.us/,"Wausau, WI",Mr. Greg Seubert (Transit Director),gsseubert@charter.net,(715)842-9287,"
420 Plumer Street
Wausau, WI 54403"
Washington County Transit,http://www.co.washington.wi.us/,"West Bend, WI",Mr. Joseph Steier (Transit Manager),Joseph.Steier@co.washington.wi.us,(262)335-7700,"
900 Lang Street
West Bend, WI 53090"
"University of Arkansas, Fayetteville (Razorback Transit)",http://parking.uark.edu/,"Fayetteville, AR",Mr. David Martinson (Associate Vice Chancellor for Business),dom@uark.edu,(501)575-2551,"
155 Razorback Road ADSB 131
Fayetteville, AR 72701"
Fort Smith Transit (FST),http://www.fortsmithar.gov/,"Fort Smith, AR",Mr. Ken Savage (Transit Director),ksavage@fortsmithar.gov,(479)784-2320,"
6821 Jenny Lind
Fort Smith, AR 72902"
Central Arkansas Transit Authority (CATA),http://www.cat.org/,"North Little Rock, AR",Mrs. Betty Wineland (Executive Director),bwineland@cat.org,(501)375-6717 Ext:223,"
901 Maple Street
North Little Rock, AR 72114"
Pine Bluff Transit (PBT),http://www.cityofpinebluff.com/pbtransit/,"Pine Bluff, AR","Mr. Carl Redus, Jr. (Mayor)",carlr@cityofpinebluff.com,(870)543-1800,"
2300 East Harding
Pine Bluff, AR 71601"
Ozark Regional Transit (ORT),http://www.ozark.org/,"Springdale, AR",Mr. Phil Pumphrey (Executive Director),ppumphrey@ozark.org,(479)756-5901 Ext:247,"
2423 East Robinson Avenue
Springdale, AR 72765"
